 , ,Total Pressure:, Pressure 1:, Pressure 2:, Pressure 3:, Pressure 4:, Horizontal:
20230124143123900,2023-01-24 14:31:23,158.58,29.10,16.00,74.20,39.28,0.05
20230124143124061,2023-01-24 14:31:24,8.73,0.00,0.00,5.82,2.91,0.05
20230124143124253,2023-01-24 14:31:24,7.27,0.00,1.45,0.00,5.82,0.01
20230124143124443,2023-01-24 14:31:24,2.91,-4.36,0.00,5.82,1.45,-0.03
20230124143124632,2023-01-24 14:31:24,13.09,0.00,1.45,10.18,1.45,-0.05
20230124143124829,2023-01-24 14:31:24,4.36,1.45,0.00,0.00,2.91,0.02
20230124143125047,2023-01-24 14:31:25,16.00,2.91,0.00,5.82,7.27,-0.03
20230124143125266,2023-01-24 14:31:25,24.73,1.45,8.73,7.27,7.27,0.04
20230124143125485,2023-01-24 14:31:25,88.75,21.82,7.27,37.83,21.82,0.04
20230124143125671,2023-01-24 14:31:25,129.48,40.74,17.46,37.83,33.46,0.01
20230124143125852,2023-01-24 14:31:25,200.77,55.28,24.73,64.01,56.74,0.02
20230124143126016,2023-01-24 14:31:26,354.99,101.84,48.01,119.30,85.84,-0.02
20230124143126177,2023-01-24 14:31:26,456.83,125.12,72.74,144.03,114.93,-0.01
20230124143126338,2023-01-24 14:31:26,586.31,151.31,91.66,187.68,155.67,-0.02
20230124143126500,2023-01-24 14:31:26,711.43,197.86,107.66,210.96,194.95,-0.03
20230124143126661,2023-01-24 14:31:26,849.64,225.50,139.67,254.60,229.87,-0.01
20230124143126821,2023-01-24 14:31:26,871.46,232.78,148.40,266.24,224.05,0.05
20230124143127003,2023-01-24 14:31:26,872.92,231.32,151.31,263.33,226.96,-0.03
20230124143127191,2023-01-24 14:31:27,867.10,235.69,142.58,263.33,225.50,0.01
20230124143127376,2023-01-24 14:31:27,858.37,224.05,136.76,270.60,226.96,-0.01
20230124143127562,2023-01-24 14:31:27,851.10,237.14,139.67,254.60,219.68,0.01
20230124143127749,2023-01-24 14:31:27,842.37,237.14,141.12,245.87,218.23,0.01
20230124143127928,2023-01-24 14:31:27,696.88,196.41,104.75,221.14,174.58,-0.03
20230124143128089,2023-01-24 14:31:28,126.57,27.64,18.91,53.83,26.19,-0.02
20230124143128249,2023-01-24 14:31:28,7.27,0.00,4.36,4.36,-1.45,-0.01
20230124143128501,2023-01-24 14:31:28,14.55,2.91,10.18,4.36,-2.91,0.00
20230124143128783,2023-01-24 14:31:28,10.18,-2.91,0.00,14.55,-1.45,0.04
20230124143129080,2023-01-24 14:31:29,23.28,2.91,11.64,11.64,-2.91,-0.01
20230124143129397,2023-01-24 14:31:29,16.00,8.73,5.82,0.00,1.45,0.03
20230124143129721,2023-01-24 14:31:29,2.91,-1.45,5.82,0.00,-1.45,0.02
20230124143130013,2023-01-24 14:31:30,30.55,1.45,13.09,14.55,1.45,-0.01
20230124143130295,2023-01-24 14:31:30,13.09,1.45,0.00,10.18,1.45,-0.03
20230124143130562,2023-01-24 14:31:30,-2.91,-4.36,2.91,0.00,-1.45,-0.01
20230124143130839,2023-01-24 14:31:30,8.73,8.73,0.00,2.91,-2.91,-0.03
20230124143131142,2023-01-24 14:31:31,14.55,-4.36,0.00,17.46,1.45,0.07
20230124143131461,2023-01-24 14:31:31,21.82,4.36,1.45,17.46,-1.45,0.04
20230124143131716,2023-01-24 14:31:31,24.73,1.45,2.91,20.37,0.00,-0.03
20230124143131934,2023-01-24 14:31:31,11.64,7.27,5.82,0.00,-1.45,0.00
20230124143132129,2023-01-24 14:31:32,0.00,-2.91,0.00,0.00,2.91,-0.03
20230124143132321,2023-01-24 14:31:32,-2.91,-2.91,2.91,0.00,-2.91,0.05
20230124143132510,2023-01-24 14:31:32,29.10,1.45,2.91,21.82,2.91,0.01
20230124143132699,2023-01-24 14:31:32,23.28,1.45,0.00,17.46,4.36,0.01
20230124143132889,2023-01-24 14:31:32,17.46,-1.45,0.00,21.82,-2.91,0.02
20230124143133091,2023-01-24 14:31:33,2.91,-2.91,2.91,0.00,2.91,0.01
20230124143133309,2023-01-24 14:31:33,13.09,7.27,1.45,0.00,4.36,0.01
20230124143133528,2023-01-24 14:31:33,29.10,0.00,8.73,18.91,1.45,-0.06
20230124143133747,2023-01-24 14:31:33,17.46,1.45,1.45,14.55,0.00,-0.03
20230124143133965,2023-01-24 14:31:33,21.82,5.82,2.91,14.55,-1.45,0.01
20230124143134162,2023-01-24 14:31:34,21.82,2.91,2.91,17.46,-1.45,0.01
20230124143134351,2023-01-24 14:31:34,0.00,-2.91,5.82,0.00,-2.91,-0.01
20230124143134540,2023-01-24 14:31:34,-7.27,-4.36,0.00,0.00,-2.91,0.01
20230124143134729,2023-01-24 14:31:34,20.37,-4.36,10.18,17.46,-2.91,0.02
20230124143134918,2023-01-24 14:31:34,20.37,-4.36,7.27,13.09,4.36,-0.01
20230124143135122,2023-01-24 14:31:35,23.28,2.91,2.91,16.00,1.45,0.05
20230124143135340,2023-01-24 14:31:35,11.64,4.36,7.27,0.00,0.00,0.04
20230124143135560,2023-01-24 14:31:35,26.19,1.45,8.73,11.64,4.36,0.02
20230124143135778,2023-01-24 14:31:35,-4.36,-4.36,2.91,0.00,-2.91,0.04
20230124143135997,2023-01-24 14:31:35,-1.45,-4.36,0.00,4.36,-1.45,-0.01
20230124143136194,2023-01-24 14:31:36,5.82,5.82,1.45,0.00,-1.45,0.03
20230124143136383,2023-01-24 14:31:36,14.55,-4.36,14.55,7.27,-2.91,0.05
20230124143136572,2023-01-24 14:31:36,-2.91,-4.36,4.36,0.00,-2.91,-0.02
20230124143136760,2023-01-24 14:31:36,11.64,5.82,0.00,5.82,0.00,0.02
20230124143136950,2023-01-24 14:31:36,7.27,2.91,1.45,0.00,2.91,-0.05
20230124143137148,2023-01-24 14:31:37,-2.91,-2.91,2.91,0.00,-2.91,-0.03
20230124143137366,2023-01-24 14:31:37,18.91,-4.36,0.00,20.37,2.91,-0.03
20230124143137586,2023-01-24 14:31:37,5.82,5.82,0.00,0.00,0.00,-0.02
20230124143137804,2023-01-24 14:31:37,-4.36,-1.45,0.00,0.00,-2.91,-0.01
20230124143138023,2023-01-24 14:31:38,18.91,-2.91,4.36,18.91,-1.45,-0.02
20230124143138224,2023-01-24 14:31:38,13.09,-1.45,1.45,11.64,1.45,0.01
20230124143138412,2023-01-24 14:31:38,2.91,-4.36,0.00,8.73,-1.45,0.05
20230124143138601,2023-01-24 14:31:38,18.91,4.36,4.36,8.73,1.45,0.02
20230124143138789,2023-01-24 14:31:38,4.36,-2.91,5.82,4.36,-2.91,0.00
20230124143138978,2023-01-24 14:31:38,2.91,4.36,0.00,1.45,-2.91,-0.05
20230124143139170,2023-01-24 14:31:39,7.27,2.91,5.82,0.00,-1.45,0.01
20230124143334868,2023-01-24 14:33:34,133.85,27.64,17.46,48.01,40.74,-0.03
20230124143335028,2023-01-24 14:33:35,205.14,49.47,21.82,74.20,59.65,0.02
20230124143335186,2023-01-24 14:33:35,334.62,85.84,49.47,106.21,93.11,0.00
20230124143335342,2023-01-24 14:33:35,445.19,117.84,56.74,148.40,122.21,0.04
20230124143335500,2023-01-24 14:33:35,606.68,158.58,96.02,180.40,171.67,0.04
20230124143335656,2023-01-24 14:33:35,727.43,203.68,113.48,200.77,209.50,-0.06
20230124143335812,2023-01-24 14:33:35,822.00,210.96,136.76,253.15,221.14,-0.01
20230124143335986,2023-01-24 14:33:35,813.27,225.50,133.85,228.41,225.50,0.01
20230124143336167,2023-01-24 14:33:36,819.09,219.68,130.94,240.05,228.41,-0.05
20230124143336349,2023-01-24 14:33:36,452.46,122.21,55.28,154.22,120.75,0.01
20230124143336533,2023-01-24 14:33:36,69.83,20.37,11.64,24.73,13.09,-0.02
20230124143336746,2023-01-24 14:33:36,40.74,8.73,1.45,24.73,5.82,0.04
20230124143336953,2023-01-24 14:33:36,13.09,-4.36,10.18,10.18,-2.91,0.06
20230124143337139,2023-01-24 14:33:37,36.37,0.00,5.82,23.28,7.27,0.00
20230124143337324,2023-01-24 14:33:37,7.27,2.91,2.91,0.00,1.45,-0.01
