 , ,Total Pressure:, Pressure 1:, Pressure 2:, Pressure 3:, Pressure 4:, Horizontal:
20230207104945590,2023-02-07 10:49:45,648.87,167.31,279.33,128.03,74.20,0.04
20230207104945812,2023-02-07 10:49:45,693.97,168.76,299.70,138.21,87.29,-0.06
20230207104946050,2023-02-07 10:49:46,720.16,173.13,305.52,158.58,82.93,-0.01
20230207104946280,2023-02-07 10:49:46,494.65,128.03,212.41,97.48,56.74,-0.04
20230207104946519,2023-02-07 10:49:46,82.93,27.64,27.64,23.28,4.36,0.03
20230207104946775,2023-02-07 10:49:46,4.36,4.36,0.00,-2.91,2.91,0.03
20230207104946990,2023-02-07 10:49:46,-0.00,17.46,0.00,-18.91,1.45,-0.01
20230207104947205,2023-02-07 10:49:47,18.91,17.46,13.09,-17.46,5.82,-0.01
20230207104947425,2023-02-07 10:49:47,18.91,17.46,13.09,-11.64,0.00,-0.05
20230207104947613,2023-02-07 10:49:47,-17.46,0.00,0.00,-21.82,4.36,0.01
20230207104947803,2023-02-07 10:49:47,11.64,18.91,7.27,-21.82,7.27,-0.02
20230207104947989,2023-02-07 10:49:47,61.10,8.73,33.46,13.09,5.82,-0.02
20230207104948177,2023-02-07 10:49:48,141.12,27.64,59.65,39.28,14.55,0.01
20230207104948337,2023-02-07 10:49:48,213.87,58.19,80.02,56.74,18.91,0.00
20230207104948502,2023-02-07 10:49:48,224.05,55.28,110.57,32.01,26.19,-0.05
20230207104948688,2023-02-07 10:49:48,341.89,85.84,146.94,72.74,36.37,-0.01
20230207104948871,2023-02-07 10:49:48,346.26,77.11,161.49,66.92,40.74,0.04
20230207104949057,2023-02-07 10:49:49,381.17,90.20,186.22,64.01,40.74,-0.06
20230207104949241,2023-02-07 10:49:49,451.01,110.57,200.77,90.20,49.47,0.05
20230207104949426,2023-02-07 10:49:49,549.94,133.85,242.96,116.39,56.74,-0.04
20230207104949593,2023-02-07 10:49:49,580.49,136.76,251.69,132.39,59.65,-0.01
20230207104949753,2023-02-07 10:49:49,659.05,164.40,269.15,151.31,74.20,0.00
20230207104949913,2023-02-07 10:49:49,693.97,167.31,302.61,141.12,82.93,0.01
20230207104950073,2023-02-07 10:49:50,647.42,151.31,274.97,149.85,71.29,-0.01
20230207104950235,2023-02-07 10:49:50,106.21,30.55,46.56,17.46,11.64,-0.04
20230207104950395,2023-02-07 10:49:50,-10.18,2.91,7.27,-21.82,1.45,0.01
20230207104950593,2023-02-07 10:49:50,11.64,0.00,5.82,4.36,1.45,-0.01
20230207104950807,2023-02-07 10:49:50,4.36,18.91,5.82,-21.82,1.45,-0.03
20230207104951023,2023-02-07 10:49:51,43.65,14.55,29.10,0.00,0.00,0.03
20230207104951238,2023-02-07 10:49:51,167.31,39.28,74.20,39.28,14.55,-0.01
20230207104951424,2023-02-07 10:49:51,253.15,61.10,113.48,53.83,24.73,0.00
20230207104951599,2023-02-07 10:49:51,336.07,87.29,146.94,66.92,34.92,-0.01
20230207104951764,2023-02-07 10:49:51,312.80,80.02,152.76,46.56,33.46,-0.03
20230207104951923,2023-02-07 10:49:51,395.72,88.75,178.95,84.38,43.65,-0.03
20230207104952082,2023-02-07 10:49:52,423.37,88.75,194.95,93.11,46.56,0.02
20230207104952243,2023-02-07 10:49:52,501.93,126.57,224.05,96.02,55.28,0.04
20230207104952403,2023-02-07 10:49:52,519.39,119.30,221.14,113.48,65.47,0.06
20230207104952566,2023-02-07 10:49:52,532.48,125.12,229.87,110.57,66.92,-0.04
20230207104952752,2023-02-07 10:49:52,532.48,139.67,226.96,107.66,58.19,0.00
20230207104952938,2023-02-07 10:49:52,529.57,130.94,235.69,98.93,64.01,0.00
20230207104953121,2023-02-07 10:49:53,538.30,133.85,229.87,112.02,62.56,0.04
20230207104953309,2023-02-07 10:49:53,538.30,132.39,242.96,101.84,61.10,0.02
20230207104953492,2023-02-07 10:49:53,634.32,148.40,272.06,141.12,72.74,-0.02
20230207104953663,2023-02-07 10:49:53,586.31,142.58,266.24,112.02,65.47,0.04
20230207104953823,2023-02-07 10:49:53,117.84,29.10,52.38,21.82,14.55,0.02
20230207104953981,2023-02-07 10:49:53,29.10,11.64,8.73,7.27,1.45,0.00
20230207104954171,2023-02-07 10:49:54,-13.09,0.00,4.36,-21.82,4.36,0.03
20230207104954357,2023-02-07 10:49:54,-1.45,2.91,4.36,-14.55,5.82,-0.01
20230207104954544,2023-02-07 10:49:54,-8.73,11.64,0.00,-21.82,1.45,0.00
20230207104954750,2023-02-07 10:49:54,30.55,7.27,27.64,-7.27,2.91,0.02
20230207104954965,2023-02-07 10:49:54,112.02,27.64,61.10,13.09,10.18,-0.05
20230207104955150,2023-02-07 10:49:55,228.41,53.83,98.93,56.74,18.91,0.03
20230207104955336,2023-02-07 10:49:55,423.37,103.30,183.31,91.66,45.10,-0.04
20230207104955520,2023-02-07 10:49:55,538.30,142.58,237.14,96.02,62.56,0.05
20230207104955696,2023-02-07 10:49:55,679.42,160.04,298.25,136.76,84.38,0.03
20230207104955855,2023-02-07 10:49:55,712.88,165.85,312.80,154.22,80.02,-0.03
20230207104956015,2023-02-07 10:49:56,705.61,178.95,308.43,133.85,84.38,-0.04
20230207104956178,2023-02-07 10:49:56,173.13,49.47,69.83,37.83,16.00,0.01
20230207104956342,2023-02-07 10:49:56,30.55,13.09,14.55,-2.91,5.82,0.02
20230207104956529,2023-02-07 10:49:56,16.00,2.91,5.82,1.45,5.82,0.01
20230207104956724,2023-02-07 10:49:56,-11.64,4.36,0.00,-21.82,5.82,0.00
20230207104956975,2023-02-07 10:49:56,-20.37,0.00,0.00,-21.82,1.45,0.03
20230207104957542,2023-02-07 10:49:57,4.36,14.55,7.27,-21.82,4.36,-0.03
20230207104957876,2023-02-07 10:49:57,-4.36,17.46,0.00,-21.82,0.00,-0.03
20230207104958152,2023-02-07 10:49:58,29.10,18.91,2.91,1.45,5.82,0.01
20230207104958420,2023-02-07 10:49:58,-16.00,5.82,0.00,-21.82,0.00,0.00
20230207104958685,2023-02-07 10:49:58,-5.82,10.18,0.00,-21.82,5.82,-0.01
20230207104958991,2023-02-07 10:49:58,-1.45,11.64,4.36,-21.82,4.36,-0.02
20230207104959351,2023-02-07 10:49:59,4.36,8.73,0.00,-5.82,1.45,-0.01
20230207104959669,2023-02-07 10:49:59,26.19,11.64,8.73,-1.45,7.27,-0.03
20230207104959946,2023-02-07 10:49:59,26.19,17.46,0.00,1.45,7.27,0.00
20230207105000209,2023-02-07 10:50:00,-13.09,7.27,1.45,-21.82,0.00,-0.01
20230207105000440,2023-02-07 10:50:00,4.36,13.09,7.27,-21.82,5.82,0.02
20230207105000627,2023-02-07 10:50:00,-16.00,0.00,0.00,-20.37,4.36,-0.01
20230207105000821,2023-02-07 10:50:00,-2.91,0.00,0.00,-8.73,5.82,-0.01
20230207105001035,2023-02-07 10:50:01,-10.18,8.73,2.91,-21.82,0.00,-0.01
20230207105001435,2023-02-07 10:50:01,16.00,11.64,1.45,-2.91,5.82,-0.02
20230207105001932,2023-02-07 10:50:01,-1.45,20.37,0.00,-21.82,0.00,0.01
20230207105002283,2023-02-07 10:50:02,-7.27,0.00,10.18,-21.82,4.36,0.02
20230207105002665,2023-02-07 10:50:02,0.00,0.00,0.00,0.00,0.00,0.00
20230207105003085,2023-02-07 10:50:03,4.36,11.64,2.91,-13.09,2.91,-0.02
20230207105003529,2023-02-07 10:50:03,7.27,1.45,5.82,0.00,0.00,-0.04
20230207105003825,2023-02-07 10:50:03,0.00,0.00,0.00,-4.36,4.36,-0.04
20230207105004010,2023-02-07 10:50:03,-10.18,0.00,0.00,-14.55,4.36,-0.03
20230207105004197,2023-02-07 10:50:04,-20.37,0.00,0.00,-21.82,1.45,-0.01
20230207105004382,2023-02-07 10:50:04,4.36,8.73,4.36,-11.64,2.91,0.02
20230207105004570,2023-02-07 10:50:04,-4.36,11.64,4.36,-21.82,1.45,-0.03
20230207105004756,2023-02-07 10:50:04,-5.82,5.82,8.73,-21.82,1.45,-0.02
20230207105004963,2023-02-07 10:50:04,7.27,13.09,2.91,-14.55,5.82,0.01
20230207105005183,2023-02-07 10:50:05,-11.64,0.00,5.82,-21.82,4.36,-0.03
20230207105005397,2023-02-07 10:50:05,-17.46,0.00,4.36,-21.82,0.00,-0.01
20230207105005613,2023-02-07 10:50:05,10.18,0.00,7.27,0.00,2.91,0.00
20230207105005828,2023-02-07 10:50:05,20.37,11.64,0.00,2.91,5.82,-0.02
20230207105006100,2023-02-07 10:50:06,-11.64,0.00,1.45,-20.37,7.27,-0.01
20230207105006426,2023-02-07 10:50:06,-5.82,8.73,2.91,-21.82,4.36,-0.02
20230207105006627,2023-02-07 10:50:06,-20.37,1.45,0.00,-21.82,0.00,-0.02
20230207105006894,2023-02-07 10:50:06,21.82,17.46,2.91,-5.82,7.27,0.01
20230207105007267,2023-02-07 10:50:07,-8.73,11.64,0.00,-21.82,1.45,-0.01
20230207105007596,2023-02-07 10:50:07,40.74,16.00,13.09,10.18,1.45,-0.01
20230207105007814,2023-02-07 10:50:07,82.93,33.46,43.65,-2.91,8.73,0.02
20230207105007988,2023-02-07 10:50:07,181.86,37.83,82.93,42.19,18.91,-0.05
20230207105008171,2023-02-07 10:50:08,251.69,55.28,126.57,39.28,30.55,0.02
20230207105008330,2023-02-07 10:50:08,290.97,80.02,125.12,49.47,36.37,-0.03
20230207105008489,2023-02-07 10:50:08,346.26,74.20,145.49,82.93,43.65,0.03
20230207105008649,2023-02-07 10:50:08,385.54,87.29,160.04,90.20,48.01,-0.02
20230207105008810,2023-02-07 10:50:08,426.28,106.21,193.50,71.29,55.28,0.04
20230207105008979,2023-02-07 10:50:08,475.74,119.30,206.59,96.02,53.83,0.01
20230207105009161,2023-02-07 10:50:09,504.84,123.66,213.87,110.57,56.74,-0.02
20230207105009347,2023-02-07 10:50:09,589.22,144.03,245.87,130.94,68.38,0.03
20230207105009533,2023-02-07 10:50:09,565.94,125.12,240.05,136.76,64.01,0.02
20230207105009717,2023-02-07 10:50:09,580.49,148.40,250.24,114.93,66.92,0.04
20230207105009904,2023-02-07 10:50:09,619.77,154.22,261.88,132.39,71.29,0.01
20230207105010073,2023-02-07 10:50:10,398.63,85.84,177.49,87.29,48.01,0.01
20230207105010263,2023-02-07 10:50:10,64.01,24.73,23.28,11.64,4.36,0.00
20230207105010449,2023-02-07 10:50:10,17.46,10.18,0.00,7.27,0.00,-0.02
20230207105010638,2023-02-07 10:50:10,0.00,10.18,7.27,-20.37,2.91,-0.04
20230207105010825,2023-02-07 10:50:10,-10.18,8.73,2.91,-21.82,0.00,-0.04
20230207105011040,2023-02-07 10:50:11,26.19,16.00,16.00,-5.82,0.00,-0.01
20230207105011374,2023-02-07 10:50:11,29.10,16.00,21.82,-14.55,5.82,-0.01
20230207105011759,2023-02-07 10:50:11,145.49,43.65,61.10,32.01,8.73,-0.01
20230207105012023,2023-02-07 10:50:12,189.13,46.56,90.20,26.19,26.19,0.06
20230207105012261,2023-02-07 10:50:12,286.61,71.29,123.66,55.28,36.37,0.02
20230207105012482,2023-02-07 10:50:12,384.08,96.02,167.31,74.20,46.56,-0.01
20230207105012718,2023-02-07 10:50:12,405.91,100.39,180.40,75.65,49.47,0.00
20230207105012951,2023-02-07 10:50:12,468.47,109.11,215.32,84.38,59.65,-0.01
20230207105013211,2023-02-07 10:50:13,509.20,129.48,228.41,94.57,56.74,0.02
20230207105013478,2023-02-07 10:50:13,599.40,139.67,260.42,126.57,72.74,0.01
20230207105013750,2023-02-07 10:50:13,640.14,160.04,276.42,130.94,72.74,0.05
20230207105014032,2023-02-07 10:50:14,663.42,161.49,282.24,148.40,71.29,-0.03
20230207105014258,2023-02-07 10:50:14,618.32,142.58,267.70,141.12,66.92,-0.05
20230207105014416,2023-02-07 10:50:14,112.02,37.83,46.56,17.46,10.18,0.01
20230207105014575,2023-02-07 10:50:14,21.82,13.09,2.91,-1.45,7.27,0.01
20230207105014760,2023-02-07 10:50:14,-2.91,0.00,4.36,-10.18,2.91,0.01
20230207105014945,2023-02-07 10:50:14,1.45,5.82,2.91,-11.64,4.36,0.03
20230207105015137,2023-02-07 10:50:15,4.36,2.91,8.73,-14.55,7.27,0.01
20230207105015351,2023-02-07 10:50:15,16.00,21.82,8.73,-21.82,7.27,0.01
20230207105015567,2023-02-07 10:50:15,112.02,30.55,61.10,8.73,11.64,0.05
20230207105015754,2023-02-07 10:50:15,272.06,56.74,117.84,64.01,33.46,0.05
20230207105015936,2023-02-07 10:50:15,404.45,103.30,174.58,85.84,40.74,0.01
20230207105016118,2023-02-07 10:50:16,573.22,135.30,242.96,133.85,61.10,-0.03
20230207105016276,2023-02-07 10:50:16,596.49,142.58,261.88,126.57,65.47,-0.05
20230207105016439,2023-02-07 10:50:16,609.59,146.94,266.24,129.48,66.92,-0.01
20230207105016601,2023-02-07 10:50:16,581.95,133.85,269.15,114.93,64.01,0.02
20230207105016761,2023-02-07 10:50:16,647.42,160.04,274.97,139.67,72.74,-0.02
20230207105016931,2023-02-07 10:50:16,208.05,50.92,97.48,32.01,27.64,0.00
20230207105017113,2023-02-07 10:50:17,24.73,16.00,23.28,-21.82,7.27,0.02
20230207105017330,2023-02-07 10:50:17,11.64,0.00,7.27,4.36,0.00,-0.05
20230207105017547,2023-02-07 10:50:17,2.91,4.36,7.27,-10.18,1.45,-0.01
20230207105017762,2023-02-07 10:50:17,-8.73,0.00,7.27,-21.82,5.82,0.01
20230207105017978,2023-02-07 10:50:17,-4.36,10.18,0.00,-17.46,2.91,-0.05
20230207105018193,2023-02-07 10:50:18,11.64,10.18,2.91,-1.45,0.00,-0.01
20230207105018385,2023-02-07 10:50:18,68.38,18.91,39.28,5.82,4.36,-0.04
20230207105018574,2023-02-07 10:50:18,177.49,50.92,71.29,40.74,14.55,0.05
20230207105018734,2023-02-07 10:50:18,314.25,84.38,142.58,52.38,34.92,-0.03
20230207105018897,2023-02-07 10:50:18,452.46,97.48,200.77,104.75,49.47,-0.02
20230207105019060,2023-02-07 10:50:19,516.48,130.94,228.41,98.93,58.19,0.01
20230207105019229,2023-02-07 10:50:19,606.68,138.21,260.42,139.67,68.38,-0.05
20230207105019415,2023-02-07 10:50:19,586.31,146.94,254.60,122.21,62.56,0.01
