 , ,Total Pressure:, Pressure 1:, Pressure 2:, Pressure 3:, Pressure 4:, Horizontal:
20230131103647727,2023-01-31 10:36:47,11.64,-5.82,0.00,14.55,2.91,0.00
20230131103647955,2023-01-31 10:36:47,11.64,1.45,-1.45,7.27,4.36,0.01
20230131103648210,2023-01-31 10:36:48,7.27,2.91,0.00,2.91,1.45,0.02
20230131103648532,2023-01-31 10:36:48,7.27,2.91,1.45,0.00,2.91,0.03
20230131103648740,2023-01-31 10:36:48,17.46,1.45,1.45,14.55,0.00,0.00
20230131103648965,2023-01-31 10:36:48,11.64,-4.36,-1.45,14.55,2.91,0.03
20230131103649228,2023-01-31 10:36:49,27.64,-2.91,4.36,21.82,4.36,0.01
20230131103649478,2023-01-31 10:36:49,40.74,13.09,5.82,8.73,13.09,0.02
20230131103649732,2023-01-31 10:36:49,109.11,23.28,17.46,42.19,26.19,0.01
20230131103649942,2023-01-31 10:36:49,149.85,40.74,24.73,46.56,37.83,0.01
20230131103650127,2023-01-31 10:36:50,245.87,66.92,37.83,88.75,52.38,0.00
20230131103650312,2023-01-31 10:36:50,321.53,93.11,53.83,100.39,74.20,-0.02
20230131103650582,2023-01-31 10:36:50,404.45,112.02,65.47,132.39,94.57,-0.03
20230131103650839,2023-01-31 10:36:50,501.93,148.40,85.84,141.12,126.57,0.00
20230131103651033,2023-01-31 10:36:51,640.14,177.49,109.11,197.86,155.67,0.02
20230131103651245,2023-01-31 10:36:51,740.53,210.96,130.94,210.96,187.68,-0.04
20230131103651456,2023-01-31 10:36:51,784.17,213.87,139.67,238.60,192.04,0.00
20230131103651671,2023-01-31 10:36:51,772.53,218.23,135.30,228.41,190.59,-0.04
20230131103651890,2023-01-31 10:36:51,773.99,221.14,133.85,231.32,187.68,0.04
20230131103652090,2023-01-31 10:36:52,776.90,212.41,132.39,244.42,187.68,0.00
20230131103652270,2023-01-31 10:36:52,776.90,222.59,132.39,234.23,187.68,0.02
20230131103652450,2023-01-31 10:36:52,768.17,215.32,129.48,235.69,187.68,0.01
20230131103652646,2023-01-31 10:36:52,605.22,171.67,98.93,189.13,145.49,-0.03
20230131103653121,2023-01-31 10:36:53,117.84,27.64,21.82,43.65,24.73,0.01
20230131103653436,2023-01-31 10:36:53,27.64,7.27,0.00,16.00,4.36,-0.01
20230131103653792,2023-01-31 10:36:53,13.09,-1.45,-1.45,16.00,0.00,-0.01
20230131103654141,2023-01-31 10:36:54,0.00,1.45,-1.45,0.00,0.00,0.03
20230131103654445,2023-01-31 10:36:54,2.91,-5.82,2.91,5.82,0.00,-0.01
20230131103654749,2023-01-31 10:36:54,10.18,1.45,2.91,4.36,1.45,0.02
20230131103655066,2023-01-31 10:36:55,53.83,11.64,1.45,26.19,14.55,-0.01
20230131103655671,2023-01-31 10:36:55,110.57,26.19,13.09,46.56,24.73,0.00
20230131103655984,2023-01-31 10:36:55,177.49,53.83,24.73,59.65,39.28,0.01
20230131103656184,2023-01-31 10:36:56,256.06,74.20,37.83,78.56,65.47,-0.01
20230131103656365,2023-01-31 10:36:56,404.45,120.75,65.47,120.75,97.48,0.03
20230131103656549,2023-01-31 10:36:56,529.57,158.58,88.75,152.76,129.48,0.02
20230131103656734,2023-01-31 10:36:56,661.96,194.95,116.39,186.22,164.40,0.00
20230131103656925,2023-01-31 10:36:56,672.15,189.13,120.75,196.41,165.85,-0.01
20230131103657114,2023-01-31 10:36:57,682.33,197.86,117.84,199.32,167.31,0.02
20230131103657330,2023-01-31 10:36:57,673.60,197.86,116.39,196.41,162.94,-0.03
20230131103657544,2023-01-31 10:36:57,378.27,110.57,53.83,125.12,88.75,0.00
20230131103657895,2023-01-31 10:36:57,78.56,11.64,11.64,37.83,17.46,-0.01
20230131103658154,2023-01-31 10:36:58,14.55,8.73,-1.45,2.91,4.36,-0.01
20230131103658373,2023-01-31 10:36:58,17.46,-5.82,1.45,18.91,2.91,-0.03
20230131103658586,2023-01-31 10:36:58,16.00,-1.45,2.91,13.09,1.45,-0.01
20230131103658804,2023-01-31 10:36:58,1.45,-1.45,2.91,1.45,-1.45,0.01
20230131103659013,2023-01-31 10:36:59,11.64,1.45,0.00,7.27,2.91,0.02
20230131103659244,2023-01-31 10:36:59,39.28,13.09,4.36,8.73,13.09,0.00
20230131103659486,2023-01-31 10:36:59,91.66,32.01,11.64,23.28,24.73,0.01
20230131103659696,2023-01-31 10:36:59,176.04,48.01,18.91,65.47,43.65,-0.01
20230131103659910,2023-01-31 10:36:59,292.43,85.84,42.19,96.02,68.38,0.02
20230131103700276,2023-01-31 10:37:00,391.36,116.39,64.01,113.48,97.48,-0.02
20230131103700474,2023-01-31 10:37:00,560.12,165.85,94.57,160.04,139.67,0.00
20230131103700655,2023-01-31 10:37:00,693.97,196.41,122.21,199.32,176.04,0.03
20230131103700840,2023-01-31 10:37:00,778.35,221.14,139.67,225.50,192.04,-0.01
20230131103701021,2023-01-31 10:37:01,794.36,228.41,141.12,232.78,192.04,0.02
20230131103701205,2023-01-31 10:37:01,785.63,222.59,139.67,234.23,189.13,0.00
20230131103701426,2023-01-31 10:37:01,785.63,222.59,133.85,241.51,187.68,0.00
20230131103701639,2023-01-31 10:37:01,775.44,221.14,139.67,225.50,189.13,-0.02
20230131103701852,2023-01-31 10:37:01,791.45,224.05,132.39,247.33,187.68,-0.02
20230131103702070,2023-01-31 10:37:02,660.51,187.68,109.11,212.41,151.31,0.04
20230131103702271,2023-01-31 10:37:02,149.85,39.28,20.37,61.10,29.10,0.01
20230131103702620,2023-01-31 10:37:02,8.73,-1.45,2.91,4.36,2.91,0.01
20230131103702830,2023-01-31 10:37:02,11.64,2.91,4.36,0.00,4.36,-0.01
20230131103703038,2023-01-31 10:37:03,21.82,-2.91,5.82,16.00,2.91,-0.03
20230131103703253,2023-01-31 10:37:03,18.91,2.91,0.00,13.09,2.91,-0.03
20230131103703497,2023-01-31 10:37:03,26.19,5.82,1.45,14.55,4.36,0.01
20230131103703738,2023-01-31 10:37:03,53.83,13.09,5.82,23.28,11.64,-0.01
20230131103703978,2023-01-31 10:37:03,113.48,33.46,13.09,43.65,23.28,0.02
20230131103704191,2023-01-31 10:37:04,206.59,56.74,24.73,75.65,49.47,-0.03
20230131103704379,2023-01-31 10:37:04,330.25,96.02,53.83,94.57,85.84,-0.01
20230131103704563,2023-01-31 10:37:04,480.11,138.21,81.47,139.67,120.75,0.00
20230131103704901,2023-01-31 10:37:04,637.23,186.22,104.75,190.59,155.67,-0.02
20230131103705085,2023-01-31 10:37:05,788.54,224.05,136.76,240.05,187.68,0.00
20230131103705276,2023-01-31 10:37:05,795.81,229.87,142.58,235.69,187.68,-0.02
20230131103705486,2023-01-31 10:37:05,794.36,221.14,138.21,247.33,187.68,-0.03
20230131103705701,2023-01-31 10:37:05,765.26,221.14,132.39,225.50,186.22,0.02
20230131103705911,2023-01-31 10:37:05,797.27,229.87,133.85,244.42,189.13,0.03
20230131103706165,2023-01-31 10:37:06,660.51,187.68,109.11,213.87,149.85,0.01
20230131103706443,2023-01-31 10:37:06,128.03,32.01,17.46,50.92,27.64,-0.01
20230131103706702,2023-01-31 10:37:06,13.09,1.45,1.45,2.91,7.27,0.01
20230131103707119,2023-01-31 10:37:07,1.45,-2.91,-1.45,1.45,4.36,0.03
20230131103707537,2023-01-31 10:37:07,-1.45,-1.45,0.00,0.00,0.00,-0.01
20230131103707897,2023-01-31 10:37:07,5.82,-4.36,4.36,4.36,1.45,0.02
20230131103708267,2023-01-31 10:37:08,18.91,-2.91,2.91,14.55,4.36,-0.02
20230131103708578,2023-01-31 10:37:08,17.46,1.45,1.45,7.27,7.27,0.02
20230131103708903,2023-01-31 10:37:08,68.38,13.09,5.82,32.01,17.46,0.03
20230131103709216,2023-01-31 10:37:09,132.39,37.83,21.82,42.19,30.55,-0.04
20230131103709608,2023-01-31 10:37:09,210.96,55.28,29.10,78.56,48.01,0.00
20230131103709862,2023-01-31 10:37:09,320.07,93.11,46.56,100.39,80.02,0.00
20230131103710075,2023-01-31 10:37:10,451.01,129.48,72.74,139.67,109.11,-0.02
20230131103710298,2023-01-31 10:37:10,600.86,176.04,97.48,183.31,144.03,0.03
20230131103710499,2023-01-31 10:37:10,692.52,199.32,120.75,203.68,168.76,-0.01
20230131103710681,2023-01-31 10:37:10,736.16,212.41,128.03,219.68,176.04,0.01
20230131103710864,2023-01-31 10:37:10,749.26,206.59,126.57,238.60,177.49,-0.01
20230131103711052,2023-01-31 10:37:11,750.71,208.05,129.48,240.05,173.13,-0.02
20230131103711235,2023-01-31 10:37:11,744.89,206.59,122.21,238.60,177.49,0.02
20230131103711421,2023-01-31 10:37:11,600.86,171.67,97.48,192.04,139.67,-0.01
20230131103711637,2023-01-31 10:37:11,138.21,27.64,17.46,61.10,32.01,-0.01
20230131103712039,2023-01-31 10:37:12,18.91,2.91,2.91,7.27,5.82,-0.01
20230131103712286,2023-01-31 10:37:12,4.36,-2.91,0.00,7.27,0.00,0.02
20230131103712520,2023-01-31 10:37:12,8.73,-4.36,-1.45,7.27,7.27,0.01
20230131103712732,2023-01-31 10:37:12,49.47,7.27,5.82,18.91,17.46,0.03
20230131103712941,2023-01-31 10:37:12,149.85,45.10,21.82,46.56,36.37,-0.03
20230131103713131,2023-01-31 10:37:13,266.24,75.65,40.74,85.84,64.01,-0.01
20230131103713318,2023-01-31 10:37:13,445.19,133.85,65.47,133.85,112.02,0.02
20230131103713511,2023-01-31 10:37:13,653.23,190.59,112.02,186.22,164.40,0.02
20230131103713724,2023-01-31 10:37:13,820.54,225.50,141.12,251.69,202.23,0.03
20230131103713940,2023-01-31 10:37:13,838.00,235.69,146.94,256.06,199.32,0.01
20230131103714317,2023-01-31 10:37:14,820.54,237.14,144.03,238.60,200.77,-0.01
20230131103714541,2023-01-31 10:37:14,840.91,235.69,144.03,258.97,202.23,0.02
20230131103714725,2023-01-31 10:37:14,806.00,229.87,144.03,235.69,196.41,0.00
20230131103714907,2023-01-31 10:37:14,810.36,229.87,141.12,238.60,200.77,-0.03
20230131103715088,2023-01-31 10:37:15,813.27,226.96,141.12,245.87,199.32,-0.01
20230131103715299,2023-01-31 10:37:15,807.45,225.50,139.67,242.96,199.32,0.01
20230131103715491,2023-01-31 10:37:15,340.44,96.02,48.01,120.75,75.65,-0.02
20230131103715702,2023-01-31 10:37:15,49.47,14.55,5.82,17.46,11.64,0.01
20230131103715942,2023-01-31 10:37:15,20.37,2.91,0.00,16.00,1.45,-0.02
20230131103716182,2023-01-31 10:37:16,1.45,2.91,-2.91,0.00,1.45,-0.02
20230131103716492,2023-01-31 10:37:16,-1.45,0.00,-1.45,0.00,0.00,-0.03
20230131103716810,2023-01-31 10:37:16,17.46,-1.45,2.91,10.18,5.82,-0.03
20230131103717023,2023-01-31 10:37:17,71.29,10.18,8.73,32.01,20.37,0.00
20230131103717230,2023-01-31 10:37:17,164.40,46.56,26.19,52.38,39.28,0.00
20230131103717418,2023-01-31 10:37:17,290.97,85.84,42.19,97.48,65.47,-0.01
20230131103717605,2023-01-31 10:37:17,443.73,135.30,71.29,128.03,109.11,0.01
20230131103717814,2023-01-31 10:37:17,539.76,168.76,91.66,154.22,125.12,-0.02
20230131103718023,2023-01-31 10:37:18,542.66,164.40,85.84,170.22,122.21,0.03
20230131103718234,2023-01-31 10:37:18,532.48,165.85,84.38,160.04,122.21,-0.01
20230131103718443,2023-01-31 10:37:18,545.57,170.22,87.29,164.40,123.66,0.00
20230131103718645,2023-01-31 10:37:18,544.12,170.22,84.38,168.76,120.75,0.00
20230131103718979,2023-01-31 10:37:18,539.76,171.67,87.29,157.13,123.66,-0.01
20230131103719168,2023-01-31 10:37:19,523.75,167.31,82.93,151.31,122.21,-0.02
20230131103719360,2023-01-31 10:37:19,531.03,165.85,88.75,152.76,123.66,0.01
20230131103719576,2023-01-31 10:37:19,522.30,168.76,81.47,151.31,120.75,-0.01
20230131103719888,2023-01-31 10:37:19,533.94,161.49,87.29,162.94,122.21,0.00
20230131103720199,2023-01-31 10:37:20,472.83,141.12,77.11,151.31,103.30,-0.02
20230131103720522,2023-01-31 10:37:20,128.03,30.55,17.46,55.28,24.73,-0.01
20230131103720805,2023-01-31 10:37:20,23.28,2.91,-1.45,18.91,2.91,-0.02
20230131103721254,2023-01-31 10:37:21,10.18,2.91,5.82,1.45,0.00,0.01
20230131103721640,2023-01-31 10:37:21,23.28,5.82,-1.45,14.55,4.36,0.03
20230131103722004,2023-01-31 10:37:21,45.10,13.09,5.82,14.55,11.64,0.01
20230131103722363,2023-01-31 10:37:22,103.30,24.73,17.46,36.37,24.73,0.02
20230131103722684,2023-01-31 10:37:22,218.23,68.38,29.10,72.74,48.01,0.02
20230131103722918,2023-01-31 10:37:22,365.17,116.39,53.83,113.48,81.47,0.02
20230131103723099,2023-01-31 10:37:23,535.39,164.40,88.75,160.04,122.21,-0.01
20230131103723287,2023-01-31 10:37:23,625.59,184.77,104.75,190.59,145.49,0.00
20230131103723549,2023-01-31 10:37:23,631.41,193.50,110.57,184.77,142.58,-0.03
20230131103723833,2023-01-31 10:37:23,637.23,192.04,109.11,196.41,139.67,0.01
20230131103724048,2023-01-31 10:37:24,632.87,187.68,107.66,196.41,141.12,0.03
20230131103724266,2023-01-31 10:37:24,627.05,193.50,104.75,187.68,141.12,-0.03
20230131103724477,2023-01-31 10:37:24,634.32,187.68,107.66,199.32,139.67,0.01
20230131103724691,2023-01-31 10:37:24,631.41,189.13,106.21,194.95,141.12,0.01
20230131103724876,2023-01-31 10:37:24,547.03,170.22,93.11,164.40,119.30,0.01
20230131103725056,2023-01-31 10:37:25,110.57,26.19,16.00,46.56,21.82,-0.01
20230131103725238,2023-01-31 10:37:25,30.55,0.00,2.91,21.82,5.82,0.01
20230131103725462,2023-01-31 10:37:25,21.82,7.27,1.45,11.64,1.45,0.00
20230131103725675,2023-01-31 10:37:25,13.09,-4.36,-1.45,14.55,4.36,-0.02
20230131103726097,2023-01-31 10:37:26,4.36,4.36,0.00,0.00,0.00,-0.02
20230131103726337,2023-01-31 10:37:26,14.55,2.91,1.45,5.82,4.36,-0.01
20230131103726581,2023-01-31 10:37:26,10.18,4.36,2.91,2.91,0.00,-0.01
20230131103726816,2023-01-31 10:37:26,36.37,4.36,1.45,21.82,8.73,-0.01
20230131103727030,2023-01-31 10:37:27,66.92,18.91,13.09,18.91,16.00,0.01
20230131103727238,2023-01-31 10:37:27,151.31,45.10,23.28,46.56,36.37,0.01
20230131103727425,2023-01-31 10:37:27,276.42,81.47,36.37,97.48,61.10,0.01
20230131103727606,2023-01-31 10:37:27,397.18,125.12,58.19,125.12,88.75,-0.02
20230131103727788,2023-01-31 10:37:27,565.94,162.94,91.66,176.04,135.30,0.03
20230131103728008,2023-01-31 10:37:27,631.41,184.77,107.66,184.77,154.22,0.03
20230131103728409,2023-01-31 10:37:28,736.16,221.14,125.12,210.96,178.95,-0.02
20230131103728618,2023-01-31 10:37:28,730.34,216.77,126.57,206.59,180.40,0.00
20230131103728829,2023-01-31 10:37:28,746.35,218.23,129.48,219.68,178.95,0.01
20230131103729012,2023-01-31 10:37:28,723.07,213.87,125.12,205.14,178.95,0.00
20230131103729196,2023-01-31 10:37:29,229.87,64.01,29.10,88.75,48.01,0.01
20230131103729386,2023-01-31 10:37:29,29.10,8.73,1.45,8.73,10.18,-0.03
20230131103729593,2023-01-31 10:37:29,27.64,-1.45,5.82,18.91,4.36,0.01
20230131103729804,2023-01-31 10:37:29,17.46,0.00,4.36,11.64,1.45,0.03
20230131103730037,2023-01-31 10:37:30,5.82,-2.91,4.36,0.00,4.36,0.00
20230131103730284,2023-01-31 10:37:30,16.00,2.91,-1.45,13.09,1.45,-0.01
20230131103730662,2023-01-31 10:37:30,8.73,4.36,4.36,0.00,0.00,-0.01
20230131103730942,2023-01-31 10:37:30,0.00,-1.45,0.00,0.00,1.45,0.00
20230131103731150,2023-01-31 10:37:31,23.28,0.00,0.00,17.46,5.82,-0.01
20230131103731360,2023-01-31 10:37:31,46.56,2.91,2.91,27.64,13.09,0.00
20230131103731568,2023-01-31 10:37:31,91.66,23.28,13.09,30.55,24.73,0.01
20230131103731752,2023-01-31 10:37:31,173.13,50.92,26.19,52.38,43.65,0.03
20230131103731944,2023-01-31 10:37:31,254.60,82.93,36.37,77.11,58.19,0.01
20230131103732156,2023-01-31 10:37:32,340.44,101.84,52.38,103.30,82.93,-0.03
20230131103732365,2023-01-31 10:37:32,429.19,138.21,66.92,129.48,94.57,0.00
20230131103732577,2023-01-31 10:37:32,490.29,152.76,77.11,142.58,117.84,-0.01
20230131103732837,2023-01-31 10:37:32,544.12,170.22,85.84,157.13,130.94,0.00
20230131103733238,2023-01-31 10:37:33,544.12,167.31,88.75,158.58,129.48,0.00
20230131103733507,2023-01-31 10:37:33,650.32,187.68,112.02,196.41,154.22,-0.03
20230131103733786,2023-01-31 10:37:33,645.96,189.13,109.11,189.13,158.58,-0.03
20230131103734060,2023-01-31 10:37:34,632.87,186.22,109.11,178.95,158.58,0.04
20230131103734369,2023-01-31 10:37:34,632.87,187.68,107.66,178.95,158.58,0.01
20230131103734689,2023-01-31 10:37:34,579.04,174.58,100.39,168.76,135.30,0.02
20230131103734999,2023-01-31 10:37:34,110.57,27.64,21.82,39.28,21.82,-0.01
20230131103735401,2023-01-31 10:37:35,13.09,0.00,4.36,2.91,5.82,0.01
20230131103735775,2023-01-31 10:37:35,11.64,-4.36,-2.91,14.55,4.36,0.02
20230131103736101,2023-01-31 10:37:36,8.73,0.00,-1.45,7.27,2.91,0.00
20230131103736380,2023-01-31 10:37:36,18.91,-4.36,1.45,17.46,4.36,0.00
20230131103736626,2023-01-31 10:37:36,-1.45,-5.82,1.45,0.00,2.91,0.00
20230131103736873,2023-01-31 10:37:36,17.46,1.45,2.91,11.64,1.45,-0.01
20230131103737100,2023-01-31 10:37:37,4.36,0.00,0.00,0.00,4.36,-0.03
20230131103737307,2023-01-31 10:37:37,-1.45,-1.45,0.00,0.00,0.00,0.01
20230131103737515,2023-01-31 10:37:37,17.46,-1.45,0.00,14.55,4.36,-0.01
20230131103737881,2023-01-31 10:37:37,-2.91,-4.36,1.45,0.00,0.00,-0.01
20230131103738105,2023-01-31 10:37:38,29.10,2.91,2.91,11.64,11.64,-0.02
20230131103738349,2023-01-31 10:37:38,93.11,26.19,16.00,27.64,23.28,0.02
20230131103738571,2023-01-31 10:37:38,170.22,50.92,26.19,50.92,42.19,0.01
20230131103738793,2023-01-31 10:37:38,245.87,77.11,37.83,74.20,56.74,0.01
20230131103739002,2023-01-31 10:37:38,378.27,114.93,56.74,122.21,84.38,0.00
20230131103739193,2023-01-31 10:37:39,526.66,152.76,85.84,160.04,128.03,0.00
20230131103739374,2023-01-31 10:37:39,597.95,176.04,94.57,178.95,148.40,-0.01
20230131103739557,2023-01-31 10:37:39,606.68,183.31,96.02,177.49,149.85,-0.01
20230131103739739,2023-01-31 10:37:39,611.04,178.95,97.48,189.13,145.49,-0.01
20230131103740020,2023-01-31 10:37:39,609.59,176.04,98.93,192.04,142.58,-0.03
20230131103740294,2023-01-31 10:37:40,602.31,178.95,97.48,178.95,146.94,-0.01
20230131103740506,2023-01-31 10:37:40,446.64,130.94,68.38,148.40,98.93,-0.01
20230131103740718,2023-01-31 10:37:40,82.93,18.91,10.18,37.83,16.00,0.01
20230131103740927,2023-01-31 10:37:40,7.27,0.00,2.91,0.00,4.36,-0.03
20230131103741168,2023-01-31 10:37:41,11.64,2.91,4.36,1.45,2.91,0.00
20230131103741380,2023-01-31 10:37:41,0.00,-5.82,2.91,0.00,2.91,0.03
20230131103741595,2023-01-31 10:37:41,-2.91,-4.36,1.45,0.00,0.00,-0.01
20230131103741807,2023-01-31 10:37:41,2.91,-5.82,4.36,0.00,4.36,-0.02
20230131103742021,2023-01-31 10:37:42,-2.91,-5.82,0.00,0.00,2.91,-0.01
20230131103742363,2023-01-31 10:37:42,13.09,-4.36,-1.45,18.91,0.00,0.03
20230131103742678,2023-01-31 10:37:42,-1.45,-1.45,-2.91,0.00,2.91,-0.01
