 , ,Total Pressure:, Pressure 1:, Pressure 2:, Pressure 3:, Pressure 4:, Horizontal:
20230202124035816,2023-02-02 12:40:35,-13.09,-1.45,-2.91,-7.27,-1.45,0.01
20230202124035995,2023-02-02 12:40:35,-18.91,5.82,-4.36,-18.91,-1.45,0.00
20230202124036174,2023-02-02 12:40:36,-23.28,-1.45,0.00,-18.91,-2.91,-0.01
20230202124036374,2023-02-02 12:40:36,-14.55,-1.45,-7.27,-2.91,-2.91,0.00
20230202124036593,2023-02-02 12:40:36,-11.64,2.91,0.00,-13.09,-1.45,-0.01
20230202124036799,2023-02-02 12:40:36,-20.37,0.00,-4.36,-18.91,2.91,0.03
20230202124037005,2023-02-02 12:40:36,-8.73,7.27,-4.36,-8.73,-2.91,0.00
20230202124037212,2023-02-02 12:40:37,-16.00,4.36,1.45,-18.91,-2.91,-0.01
20230202124037394,2023-02-02 12:40:37,-20.37,5.82,-7.27,-18.91,0.00,0.01
20230202124037573,2023-02-02 12:40:37,-13.09,-1.45,-4.36,-4.36,-2.91,0.01
20230202124037751,2023-02-02 12:40:37,-18.91,0.00,1.45,-18.91,-1.45,0.00
20230202124038018,2023-02-02 12:40:37,-11.64,7.27,0.00,-18.91,0.00,0.03
20230202124038275,2023-02-02 12:40:38,-20.37,5.82,-4.36,-18.91,-2.91,-0.01
20230202124038585,2023-02-02 12:40:38,-18.91,4.36,-5.82,-18.91,1.45,-0.01
20230202124038876,2023-02-02 12:40:38,-20.37,8.73,-7.27,-18.91,-2.91,-0.03
20230202124039193,2023-02-02 12:40:39,-4.36,-1.45,-4.36,-1.45,2.91,-0.02
20230202124039466,2023-02-02 12:40:39,-8.73,0.00,-7.27,0.00,-1.45,0.00
20230202124039722,2023-02-02 12:40:39,-17.46,-1.45,1.45,-18.91,1.45,0.03
20230202124039989,2023-02-02 12:40:39,-13.09,-1.45,-5.82,-7.27,1.45,-0.01
20230202124040251,2023-02-02 12:40:40,-17.46,8.73,-7.27,-18.91,0.00,-0.03
20230202124040543,2023-02-02 12:40:40,-26.19,-1.45,-2.91,-18.91,-2.91,-0.02
20230202124040838,2023-02-02 12:40:40,-11.64,2.91,0.00,-18.91,4.36,-0.03
20230202124041093,2023-02-02 12:40:41,-4.36,-1.45,2.91,-7.27,1.45,0.02
20230202124041300,2023-02-02 12:40:41,-23.28,-1.45,-7.27,-11.64,-2.91,-0.02
20230202124335906,2023-02-02 12:43:35,82.93,8.73,5.82,24.73,43.65,-0.01
20230202124336117,2023-02-02 12:43:36,136.76,33.46,4.36,39.28,59.65,0.00
20230202124336337,2023-02-02 12:43:36,183.31,36.37,7.27,64.01,75.65,0.03
20230202124336499,2023-02-02 12:43:36,256.06,56.74,13.09,94.57,91.66,-0.03
20230202124336671,2023-02-02 12:43:36,254.60,49.47,11.64,103.30,90.20,-0.03
20230202124336842,2023-02-02 12:43:36,277.88,62.56,13.09,101.84,100.39,-0.01
20230202124337015,2023-02-02 12:43:37,301.16,65.47,17.46,103.30,114.93,0.02
20230202124337187,2023-02-02 12:43:37,394.27,98.93,18.91,139.67,136.76,-0.04
20230202124337358,2023-02-02 12:43:37,494.65,116.39,32.01,189.13,157.13,-0.01
20230202124337522,2023-02-02 12:43:37,215.32,58.19,13.09,69.83,74.20,0.03
20230202124337671,2023-02-02 12:43:37,110.57,30.55,2.91,32.01,45.10,0.01
20230202124337819,2023-02-02 12:43:37,119.30,24.73,0.00,48.01,46.56,-0.01
20230202124337967,2023-02-02 12:43:37,129.48,27.64,5.82,45.10,50.92,-0.02
20230202124338121,2023-02-02 12:43:38,103.30,21.82,0.00,36.37,45.10,-0.04
20230202124338270,2023-02-02 12:43:38,93.11,27.64,-2.91,24.73,43.65,-0.01
20230202124338419,2023-02-02 12:43:38,101.84,29.10,1.45,23.28,48.01,-0.01
20230202124338580,2023-02-02 12:43:38,107.66,26.19,-2.91,34.92,49.47,0.04
20230202124338751,2023-02-02 12:43:38,98.93,29.10,0.00,23.28,46.56,0.04
20230202124338923,2023-02-02 12:43:38,93.11,11.64,4.36,27.64,49.47,-0.03
20230202124339096,2023-02-02 12:43:39,97.48,13.09,-4.36,42.19,46.56,-0.01
20230202124339268,2023-02-02 12:43:39,110.57,17.46,1.45,46.56,45.10,-0.03
20230202124339445,2023-02-02 12:43:39,106.21,13.09,1.45,39.28,52.38,0.01
20230202124339603,2023-02-02 12:43:39,113.48,13.09,-2.91,49.47,53.83,-0.01
20230202124339751,2023-02-02 12:43:39,112.02,11.64,1.45,48.01,50.92,0.00
20230202124339900,2023-02-02 12:43:39,110.57,11.64,5.82,45.10,48.01,-0.03
20230202124340048,2023-02-02 12:43:40,96.02,29.10,-4.36,21.82,49.47,-0.01
20230202124340198,2023-02-02 12:43:40,90.20,17.46,-7.27,27.64,52.38,0.01
20230202124340347,2023-02-02 12:43:40,88.75,13.09,-1.45,23.28,53.83,-0.01
20230202124340496,2023-02-02 12:43:40,104.75,21.82,-4.36,36.37,50.92,-0.01
20230202124340662,2023-02-02 12:43:40,109.11,14.55,-1.45,42.19,53.83,0.01
20230202124340836,2023-02-02 12:43:40,106.21,14.55,2.91,37.83,50.92,0.02
20230202124341011,2023-02-02 12:43:40,117.84,23.28,5.82,33.46,55.28,-0.01
20230202124341182,2023-02-02 12:43:41,98.93,18.91,7.27,18.91,53.83,0.02
20230202124341354,2023-02-02 12:43:41,97.48,17.46,5.82,26.19,48.01,0.03
20230202124341526,2023-02-02 12:43:41,101.84,18.91,-5.82,37.83,50.92,-0.02
20230202124341680,2023-02-02 12:43:41,98.93,21.82,-1.45,27.64,50.92,-0.01
20230202124341828,2023-02-02 12:43:41,112.02,23.28,2.91,32.01,53.83,0.03
20230202124341980,2023-02-02 12:43:41,110.57,20.37,0.00,40.74,49.47,0.03
20230202124342128,2023-02-02 12:43:42,101.84,11.64,-2.91,39.28,53.83,0.01
20230202124342276,2023-02-02 12:43:42,84.38,16.00,-2.91,24.73,46.56,-0.03
20230202124342426,2023-02-02 12:43:42,94.57,14.55,-1.45,30.55,50.92,0.03
20230202124342574,2023-02-02 12:43:42,106.21,20.37,-1.45,37.83,49.47,0.00
20230202124342745,2023-02-02 12:43:42,98.93,17.46,-2.91,32.01,52.38,0.01
20230202124342917,2023-02-02 12:43:42,106.21,24.73,-4.36,34.92,50.92,0.00
20230202124343089,2023-02-02 12:43:43,113.48,16.00,1.45,42.19,53.83,-0.01
20230202124343261,2023-02-02 12:43:43,97.48,13.09,-1.45,34.92,50.92,0.00
20230202124343434,2023-02-02 12:43:43,114.93,21.82,2.91,37.83,52.38,0.01
20230202124343605,2023-02-02 12:43:43,114.93,24.73,-2.91,40.74,52.38,-0.01
20230202124343754,2023-02-02 12:43:43,110.57,27.64,4.36,29.10,49.47,-0.03
20230202124343903,2023-02-02 12:43:43,96.02,17.46,0.00,27.64,50.92,-0.01
20230202124344053,2023-02-02 12:43:44,100.39,23.28,2.91,21.82,52.38,-0.03
20230202124344201,2023-02-02 12:43:44,104.75,13.09,1.45,39.28,50.92,-0.02
20230202124344350,2023-02-02 12:43:44,85.84,13.09,-2.91,24.73,50.92,0.01
20230202124344504,2023-02-02 12:43:44,88.75,17.46,-4.36,24.73,50.92,0.02
20230202124344657,2023-02-02 12:43:44,120.75,20.37,7.27,39.28,53.83,0.01
