 , ,Total Pressure:, Pressure 1:, Pressure 2:, Pressure 3:, Pressure 4:, Horizontal:
20230213101531047,2023-02-13 10:15:31,-4.36,1.45,-5.82,0.00,0.00,0.03
20230213101531364,2023-02-13 10:15:31,-8.73,-7.27,-13.09,7.27,4.36,0.06
20230213101531629,2023-02-13 10:15:31,45.10,0.00,11.64,30.55,2.91,0.15
20230213101531889,2023-02-13 10:15:31,171.67,36.37,56.74,68.38,10.18,0.15
20230213101532117,2023-02-13 10:15:32,376.81,85.84,144.03,101.84,45.10,0.19
20230213101532340,2023-02-13 10:15:32,611.04,141.12,269.15,135.30,65.47,0.22
20230213101532599,2023-02-13 10:15:32,840.91,192.04,343.35,205.14,100.39,0.22
20230213101532872,2023-02-13 10:15:32,891.83,208.05,379.72,193.50,110.57,0.25
20230213101533140,2023-02-13 10:15:33,597.95,129.48,242.96,161.49,64.01,0.17
20230213101533320,2023-02-13 10:15:33,110.57,18.91,39.28,40.74,11.64,0.14
20230213101533482,2023-02-13 10:15:33,-1.45,1.45,-4.36,0.00,1.45,0.03
20230213101533665,2023-02-13 10:15:33,-7.27,-8.73,1.45,0.00,0.00,0.02
20230213101533846,2023-02-13 10:15:33,-2.91,-2.91,-13.09,10.18,2.91,0.04
20230213101534032,2023-02-13 10:15:34,-7.27,-2.91,-13.09,0.00,8.73,0.01
20230213101534215,2023-02-13 10:15:34,5.82,-5.82,-5.82,16.00,1.45,-0.01
20230213101534397,2023-02-13 10:15:34,30.55,-1.45,4.36,26.19,1.45,0.03
20230213101534608,2023-02-13 10:15:34,-11.64,-2.91,-10.18,0.00,1.45,0.01
20230213101534820,2023-02-13 10:15:34,-1.45,-2.91,-13.09,14.55,0.00,0.05
20230213101535030,2023-02-13 10:15:35,13.09,-4.36,-11.64,23.28,5.82,0.01
20230213101535241,2023-02-13 10:15:35,-16.00,-2.91,-13.09,0.00,0.00,0.00
20230213101535448,2023-02-13 10:15:35,26.19,4.36,-1.45,17.46,5.82,0.01
20230213101535630,2023-02-13 10:15:35,-10.18,-2.91,-11.64,0.00,4.36,0.04
20230213101535821,2023-02-13 10:15:35,-4.36,-5.82,-2.91,0.00,4.36,0.00
20230213101536004,2023-02-13 10:15:35,-21.82,-8.73,-13.09,0.00,0.00,0.01
20230213101536186,2023-02-13 10:15:36,-16.00,-7.27,-10.18,0.00,1.45,0.01
20230213101536367,2023-02-13 10:15:36,-8.73,-7.27,-1.45,0.00,0.00,0.03
20230213101536567,2023-02-13 10:15:36,-16.00,-8.73,-13.09,0.00,5.82,0.02
20230213101536779,2023-02-13 10:15:36,0.00,-1.45,-11.64,10.18,2.91,-0.01
20230213101536990,2023-02-13 10:15:36,-14.55,-8.73,-10.18,0.00,4.36,0.03
20230213101537201,2023-02-13 10:15:37,-5.82,0.00,-10.18,0.00,4.36,0.00
20230213101537411,2023-02-13 10:15:37,-10.18,-5.82,-7.27,2.91,0.00,-0.01
20230213101537603,2023-02-13 10:15:37,-4.36,2.91,-7.27,0.00,0.00,-0.01
20230213101537785,2023-02-13 10:15:37,5.82,-4.36,-5.82,10.18,5.82,0.00
20230213101537966,2023-02-13 10:15:37,-8.73,-2.91,-8.73,0.00,2.91,0.00
20230213101538151,2023-02-13 10:15:38,-11.64,-8.73,-4.36,1.45,0.00,0.01
20230213101538332,2023-02-13 10:15:38,7.27,-7.27,-2.91,14.55,2.91,-0.01
20230213101538517,2023-02-13 10:15:38,7.27,-7.27,-11.64,18.91,7.27,0.02
20230213101538730,2023-02-13 10:15:38,-7.27,-5.82,-13.09,10.18,1.45,0.03
20230213101538941,2023-02-13 10:15:38,14.55,0.00,-10.18,20.37,4.36,0.05
20230213101539152,2023-02-13 10:15:39,-14.55,-4.36,-10.18,0.00,0.00,-0.01
20230213101539361,2023-02-13 10:15:39,14.55,-2.91,-7.27,18.91,5.82,-0.01
20230213101539565,2023-02-13 10:15:39,-5.82,-8.73,-13.09,16.00,0.00,-0.01
20230213101539748,2023-02-13 10:15:39,-10.18,-1.45,-13.09,0.00,4.36,-0.03
20230213101539931,2023-02-13 10:15:39,-4.36,-1.45,-8.73,5.82,0.00,0.01
20230213101540112,2023-02-13 10:15:40,1.45,-8.73,1.45,4.36,4.36,0.00
20230213101540296,2023-02-13 10:15:40,-11.64,1.45,-13.09,0.00,0.00,0.03
20230213101540477,2023-02-13 10:15:40,-13.09,-8.73,-13.09,7.27,1.45,0.01
20230213101540680,2023-02-13 10:15:40,-10.18,-7.27,-10.18,7.27,0.00,0.01
20230213101540897,2023-02-13 10:15:40,-20.37,-7.27,-13.09,0.00,0.00,0.01
20230213101541106,2023-02-13 10:15:41,-5.82,1.45,-10.18,0.00,2.91,0.03
20230213101541317,2023-02-13 10:15:41,2.91,-8.73,-13.09,17.46,7.27,0.01
20230213101541526,2023-02-13 10:15:41,0.00,-1.45,1.45,0.00,0.00,0.01
20230213101541714,2023-02-13 10:15:41,-16.00,-8.73,-7.27,0.00,0.00,0.01
20230213101541895,2023-02-13 10:15:41,13.09,-8.73,-4.36,21.82,4.36,0.05
20230213101542077,2023-02-13 10:15:42,-14.55,-4.36,-13.09,1.45,1.45,0.03
20230213101542259,2023-02-13 10:15:42,8.73,-7.27,-8.73,17.46,7.27,0.03
20230213101542440,2023-02-13 10:15:42,-5.82,2.91,-10.18,1.45,0.00,-0.02
20230213101542628,2023-02-13 10:15:42,-16.00,-5.82,-13.09,0.00,2.91,-0.01
20230213101542838,2023-02-13 10:15:42,-20.37,-8.73,-11.64,0.00,0.00,0.00
20230213101543049,2023-02-13 10:15:43,0.00,-7.27,-11.64,16.00,2.91,0.01
20230213101549108,2023-02-13 10:15:49,202.23,36.37,84.38,59.65,21.82,0.17
20230213101549288,2023-02-13 10:15:49,384.08,78.56,154.22,106.21,45.10,0.21
20230213101549467,2023-02-13 10:15:49,600.86,126.57,260.42,146.94,66.92,0.20
20230213101549646,2023-02-13 10:15:49,795.81,167.31,336.07,202.23,90.20,0.21
20230213101549818,2023-02-13 10:15:49,845.28,193.50,349.17,206.59,96.02,0.19
20230213101549972,2023-02-13 10:15:49,813.27,189.13,341.89,196.41,85.84,0.22
20230213101550132,2023-02-13 10:15:50,442.28,90.20,181.86,125.12,45.10,0.16
20230213101550286,2023-02-13 10:15:50,39.28,2.91,4.36,30.55,1.45,0.04
20230213101550468,2023-02-13 10:15:50,4.36,-2.91,-8.73,16.00,0.00,0.01
20230213101550649,2023-02-13 10:15:50,-4.36,-2.91,-1.45,0.00,0.00,0.07
20230213101550838,2023-02-13 10:15:50,29.10,0.00,5.82,23.28,0.00,0.09
20230213101551048,2023-02-13 10:15:51,112.02,29.10,39.28,30.55,13.09,0.15
20230213101551228,2023-02-13 10:15:51,263.33,50.92,104.75,75.65,32.01,0.18
20230213101551414,2023-02-13 10:15:51,468.47,103.30,197.86,112.02,55.28,0.20
20230213101551594,2023-02-13 10:15:51,688.15,146.94,302.61,155.67,82.93,0.23
20230213101551775,2023-02-13 10:15:51,749.26,174.58,315.71,171.67,87.29,0.21
20230213101551933,2023-02-13 10:15:51,725.98,167.31,321.53,157.13,80.02,0.28
20230213101552089,2023-02-13 10:15:52,712.88,162.94,312.80,154.22,82.93,0.24
20230213101552245,2023-02-13 10:15:52,718.70,170.22,314.25,157.13,77.11,0.28
20230213101552401,2023-02-13 10:15:52,600.86,128.03,263.33,149.85,59.65,0.16
20230213101552556,2023-02-13 10:15:52,88.75,11.64,26.19,39.28,11.64,0.10
20230213101552711,2023-02-13 10:15:52,-17.46,-4.36,-13.09,0.00,0.00,-0.03
20230213101552903,2023-02-13 10:15:52,13.09,2.91,-10.18,16.00,4.36,0.06
20230213101553112,2023-02-13 10:15:53,26.19,4.36,-10.18,30.55,1.45,0.10
20230213101553324,2023-02-13 10:15:53,81.47,18.91,18.91,43.65,0.00,0.11
20230213101553502,2023-02-13 10:15:53,181.86,49.47,72.74,40.74,18.91,0.19
20230213101553684,2023-02-13 10:15:53,349.17,71.29,155.67,87.29,34.92,0.21
20230213101553861,2023-02-13 10:15:53,501.93,114.93,208.05,123.66,55.28,0.19
20230213101554015,2023-02-13 10:15:54,608.13,135.30,263.33,142.58,66.92,0.18
20230213101554171,2023-02-13 10:15:54,657.60,154.22,285.15,145.49,72.74,0.20
20230213101554327,2023-02-13 10:15:54,757.98,180.40,306.98,186.22,84.38,0.22
20230213101554484,2023-02-13 10:15:54,747.80,165.85,331.71,165.85,84.38,0.23
20230213101554638,2023-02-13 10:15:54,760.89,167.31,330.25,180.40,82.93,0.19
20230213101554793,2023-02-13 10:15:54,471.38,106.21,183.31,129.48,52.38,0.15
20230213101554960,2023-02-13 10:15:54,21.82,2.91,10.18,1.45,7.27,0.03
20230213101555170,2023-02-13 10:15:55,2.91,0.00,-13.09,14.55,1.45,-0.01
20230213101555381,2023-02-13 10:15:55,-5.82,-1.45,-13.09,7.27,1.45,-0.01
20230213101555591,2023-02-13 10:15:55,-7.27,0.00,-7.27,0.00,0.00,0.01
20230213101555801,2023-02-13 10:15:55,16.00,-2.91,-11.64,23.28,7.27,0.07
20230213101555996,2023-02-13 10:15:55,56.74,13.09,16.00,18.91,8.73,0.12
20230213101556178,2023-02-13 10:15:56,199.32,39.28,90.20,50.92,18.91,0.19
20230213101556334,2023-02-13 10:15:56,448.10,110.57,199.32,97.48,40.74,0.16
20230213101556495,2023-02-13 10:15:56,737.62,162.94,312.80,181.86,80.02,0.26
20230213101556649,2023-02-13 10:15:56,794.36,180.40,343.35,186.22,84.38,0.19
20230213101556817,2023-02-13 10:15:56,935.48,222.59,400.09,206.59,106.21,0.21
20230213101557071,2023-02-13 10:15:57,904.93,212.41,385.54,208.05,98.93,0.22
20230213101557335,2023-02-13 10:15:57,218.23,50.92,75.65,72.74,18.91,0.11
20230213101557608,2023-02-13 10:15:57,18.91,1.45,-7.27,24.73,0.00,0.05
20230213101557915,2023-02-13 10:15:57,-18.91,-7.27,-13.09,0.00,1.45,0.09
20230213101558180,2023-02-13 10:15:58,4.36,5.82,-8.73,1.45,5.82,0.07
20230213101558440,2023-02-13 10:15:58,-7.27,-8.73,-10.18,8.73,2.91,0.09
20230213101558706,2023-02-13 10:15:58,10.18,-5.82,-1.45,17.46,0.00,0.03
20230213101558966,2023-02-13 10:15:58,-14.55,-7.27,-13.09,0.00,5.82,0.00
20230213101559274,2023-02-13 10:15:59,-13.09,-7.27,-13.09,5.82,1.45,0.01
20230213101559585,2023-02-13 10:15:59,10.18,0.00,-11.64,13.09,8.73,0.03
20230213101559896,2023-02-13 10:15:59,5.82,-7.27,-5.82,16.00,2.91,-0.01
20230213101600136,2023-02-13 10:16:00,5.82,7.27,-5.82,0.00,4.36,0.01
20230213101600319,2023-02-13 10:16:00,-8.73,1.45,-11.64,0.00,1.45,0.03
20230213101600501,2023-02-13 10:16:00,-10.18,-5.82,-13.09,0.00,8.73,0.01
20230213101600683,2023-02-13 10:16:00,-7.27,-8.73,-2.91,0.00,4.36,0.01
20230213101600866,2023-02-13 10:16:00,-18.91,-5.82,-13.09,0.00,0.00,-0.01
20230213101601052,2023-02-13 10:16:01,-13.09,-7.27,-5.82,0.00,0.00,0.01
20230213101601263,2023-02-13 10:16:01,-11.64,0.00,-13.09,0.00,1.45,0.01
20230213101601473,2023-02-13 10:16:01,-5.82,-1.45,-8.73,0.00,4.36,-0.01
20230213101601689,2023-02-13 10:16:01,-11.64,-7.27,-11.64,0.00,7.27,0.03
20230213101601900,2023-02-13 10:16:01,-8.73,0.00,-13.09,0.00,4.36,-0.03
20230213101602261,2023-02-13 10:16:02,14.55,1.45,-11.64,17.46,7.27,0.04
20230213101602553,2023-02-13 10:16:02,7.27,1.45,-13.09,14.55,4.36,0.01
20230213101602736,2023-02-13 10:16:02,4.36,0.00,-13.09,14.55,2.91,0.01
20230213101602918,2023-02-13 10:16:02,-10.18,-2.91,-13.09,0.00,5.82,0.01
20230213101603106,2023-02-13 10:16:03,-13.09,-4.36,-11.64,2.91,0.00,0.03
20230213101603316,2023-02-13 10:16:03,-8.73,0.00,-11.64,0.00,2.91,0.03
20230213101603526,2023-02-13 10:16:03,-4.36,-8.73,0.00,0.00,4.36,0.03
20230213101603736,2023-02-13 10:16:03,-8.73,-8.73,-13.09,10.18,2.91,0.05
20230213101603946,2023-02-13 10:16:03,4.36,-5.82,-8.73,13.09,5.82,-0.01
20230213101604148,2023-02-13 10:16:04,-8.73,-2.91,-13.09,0.00,7.27,-0.02
20230213101604330,2023-02-13 10:16:04,-1.45,-8.73,-8.73,16.00,0.00,-0.01
20230213101604513,2023-02-13 10:16:04,-13.09,-2.91,-13.09,0.00,2.91,-0.01
20230213101604697,2023-02-13 10:16:04,-10.18,-8.73,-4.36,2.91,0.00,0.05
20230213101604878,2023-02-13 10:16:04,-8.73,-4.36,-7.27,0.00,2.91,0.02
20230213101605061,2023-02-13 10:16:05,-16.00,-4.36,-13.09,0.00,1.45,0.03
20230213101605263,2023-02-13 10:16:05,2.91,-4.36,-8.73,16.00,0.00,0.01
20230213101605473,2023-02-13 10:16:05,18.91,0.00,-4.36,16.00,7.27,0.00
20230213101605683,2023-02-13 10:16:05,1.45,-1.45,-5.82,7.27,1.45,0.00
20230213101605895,2023-02-13 10:16:05,13.09,1.45,-10.18,17.46,4.36,0.01
20230213101606106,2023-02-13 10:16:06,4.36,-8.73,-10.18,18.91,4.36,0.02
20230213101606293,2023-02-13 10:16:06,5.82,-4.36,-5.82,14.55,1.45,0.03
20230213101606475,2023-02-13 10:16:06,-7.27,-4.36,-7.27,0.00,4.36,0.01
20230213101606657,2023-02-13 10:16:06,0.00,-8.73,-10.18,18.91,0.00,-0.01
20230213101606846,2023-02-13 10:16:06,8.73,-5.82,-8.73,21.82,1.45,0.01
20230213101607029,2023-02-13 10:16:07,-10.18,2.91,-13.09,0.00,0.00,-0.02
20230213101607222,2023-02-13 10:16:07,-14.55,-1.45,-13.09,0.00,0.00,-0.01
20230213101607432,2023-02-13 10:16:07,0.00,-4.36,-13.09,14.55,2.91,0.02
20230213101607646,2023-02-13 10:16:07,-2.91,0.00,-4.36,1.45,0.00,0.03
20230213101607856,2023-02-13 10:16:07,8.73,-8.73,-2.91,16.00,4.36,0.00
20230213101608067,2023-02-13 10:16:08,-5.82,1.45,-13.09,0.00,5.82,0.01
20230213101608265,2023-02-13 10:16:08,4.36,-7.27,-8.73,20.37,0.00,0.01
