 , ,Total Pressure:, Pressure 1:, Pressure 2:, Pressure 3:, Pressure 4:, Horizontal:
20230131152534668,2023-01-31 15:25:34,723.07,199.32,120.75,209.50,193.50,0.05
20230131152534825,2023-01-31 15:25:34,737.62,208.05,116.39,221.14,192.04,0.01
20230131152534982,2023-01-31 15:25:34,737.62,213.87,116.39,215.32,192.04,0.04
20230131152535139,2023-01-31 15:25:35,701.25,197.86,122.21,196.41,184.77,0.01
20230131152535322,2023-01-31 15:25:35,720.16,206.59,119.30,208.05,186.22,-0.01
20230131152535517,2023-01-31 15:25:35,727.43,213.87,112.02,213.87,187.68,0.06
20230131152535698,2023-01-31 15:25:35,715.79,200.77,110.57,216.77,187.68,0.01
20230131152535879,2023-01-31 15:25:35,709.97,208.05,107.66,212.41,181.86,0.01
20230131152536060,2023-01-31 15:25:36,711.43,202.23,125.12,199.32,184.77,0.01
20230131152536241,2023-01-31 15:25:36,725.98,208.05,116.39,212.41,189.13,-0.02
20230131152536422,2023-01-31 15:25:36,699.79,212.41,116.39,183.31,187.68,0.03
20230131152536595,2023-01-31 15:25:36,685.24,199.32,114.93,189.13,181.86,-0.01
20230131152536752,2023-01-31 15:25:36,612.50,183.31,91.66,173.13,164.40,0.01
20230131152536909,2023-01-31 15:25:36,283.70,74.20,42.19,100.39,66.92,-0.02
20230131152537067,2023-01-31 15:25:37,117.84,34.92,13.09,39.28,30.55,-0.01
20230131152537223,2023-01-31 15:25:37,8.73,14.55,-2.91,-7.27,4.36,0.08
20230131152537444,2023-01-31 15:25:37,-2.91,5.82,1.45,-13.09,2.91,0.00
20230131152537674,2023-01-31 15:25:37,4.36,5.82,-5.82,4.36,0.00,-0.02
20230131152537888,2023-01-31 15:25:37,-7.27,7.27,-5.82,-7.27,-1.45,-0.02
20230131152538102,2023-01-31 15:25:38,-17.46,1.45,-4.36,-13.09,-1.45,0.05
20230131152538317,2023-01-31 15:25:38,-2.91,10.18,-5.82,-13.09,5.82,0.03
20230131152538531,2023-01-31 15:25:38,-10.18,13.09,-5.82,-13.09,-4.36,0.01
20230131152538729,2023-01-31 15:25:38,4.36,2.91,-5.82,7.27,0.00,-0.01
20230131152538914,2023-01-31 15:25:38,-7.27,5.82,-1.45,-13.09,1.45,-0.02
20230131152539099,2023-01-31 15:25:39,2.91,7.27,4.36,-11.64,2.91,0.00
20230131152539285,2023-01-31 15:25:39,-21.82,0.00,-4.36,-13.09,-4.36,-0.02
20230131152539470,2023-01-31 15:25:39,2.91,5.82,-2.91,-1.45,1.45,-0.03
20230131152539729,2023-01-31 15:25:39,-14.55,1.45,0.00,-13.09,-2.91,0.02
20230131152539945,2023-01-31 15:25:39,-14.55,2.91,-5.82,-13.09,1.45,0.06
20230131152540157,2023-01-31 15:25:40,11.64,10.18,-4.36,7.27,-1.45,0.02
20230131152540370,2023-01-31 15:25:40,-7.27,0.00,-5.82,-2.91,1.45,-0.01
20230131152540583,2023-01-31 15:25:40,2.91,1.45,-2.91,-1.45,5.82,-0.03
20230131152540775,2023-01-31 15:25:40,37.83,18.91,2.91,7.27,8.73,0.03
20230131152540960,2023-01-31 15:25:40,71.29,24.73,0.00,27.64,18.91,0.01
20230131152541145,2023-01-31 15:25:41,120.75,36.37,18.91,24.73,40.74,-0.03
20230131152541302,2023-01-31 15:25:41,224.05,69.83,30.55,65.47,58.19,0.02
20230131152541458,2023-01-31 15:25:41,336.07,107.66,37.83,100.39,90.20,0.00
20230131152541638,2023-01-31 15:25:41,421.91,122.21,69.83,107.66,122.21,-0.01
20230131152541864,2023-01-31 15:25:41,580.49,168.76,90.20,162.94,158.58,-0.03
20230131152542045,2023-01-31 15:25:42,643.05,181.86,103.30,187.68,170.22,0.01
20230131152542226,2023-01-31 15:25:42,629.96,186.22,98.93,177.49,167.31,-0.01
20230131152542406,2023-01-31 15:25:42,625.59,186.22,84.38,184.77,170.22,0.02
20230131152542587,2023-01-31 15:25:42,612.50,174.58,91.66,176.04,170.22,-0.01
20230131152542757,2023-01-31 15:25:42,618.32,177.49,103.30,170.22,167.31,0.02
20230131152542956,2023-01-31 15:25:42,619.77,184.77,100.39,165.85,168.76,0.03
20230131152543182,2023-01-31 15:25:43,592.13,170.22,94.57,162.94,164.40,0.02
20230131152543419,2023-01-31 15:25:43,637.23,186.22,93.11,193.50,164.40,-0.01
20230131152543638,2023-01-31 15:25:43,602.31,181.86,97.48,168.76,154.22,0.03
20230131152543985,2023-01-31 15:25:43,368.08,110.57,58.19,114.93,84.38,0.00
20230131152544258,2023-01-31 15:25:44,77.11,24.73,10.18,32.01,10.18,0.01
20230131152544519,2023-01-31 15:25:44,-2.91,7.27,2.91,-13.09,0.00,-0.01
20230131152544814,2023-01-31 15:25:44,-7.27,7.27,2.91,-13.09,-4.36,0.04
20230131152545061,2023-01-31 15:25:45,1.45,11.64,0.00,-13.09,2.91,-0.06
20230131152545325,2023-01-31 15:25:45,2.91,4.36,-4.36,2.91,0.00,0.00
20230131152545589,2023-01-31 15:25:45,16.00,8.73,-5.82,13.09,0.00,-0.03
20230131152545925,2023-01-31 15:25:45,1.45,8.73,4.36,-8.73,-2.91,-0.03
20230131152546304,2023-01-31 15:25:46,37.83,16.00,7.27,11.64,2.91,-0.01
20230131152546533,2023-01-31 15:25:46,37.83,14.55,0.00,17.46,5.82,-0.04
20230131152546748,2023-01-31 15:25:46,52.38,18.91,-2.91,17.46,18.91,-0.01
20230131152546939,2023-01-31 15:25:46,113.48,43.65,17.46,29.10,23.28,0.01
20230131152547096,2023-01-31 15:25:47,187.68,74.20,21.82,40.74,50.92,0.01
20230131152547255,2023-01-31 15:25:47,290.97,84.38,43.65,85.84,77.11,-0.02
20230131152547413,2023-01-31 15:25:47,315.71,97.48,43.65,93.11,81.47,0.03
20230131152547570,2023-01-31 15:25:47,306.98,93.11,46.56,81.47,85.84,-0.03
20230131152547727,2023-01-31 15:25:47,400.09,119.30,59.65,109.11,112.02,0.00
20230131152547896,2023-01-31 15:25:47,410.27,122.21,61.10,117.84,109.11,-0.03
20230131152548113,2023-01-31 15:25:48,443.73,126.57,65.47,139.67,112.02,0.00
20230131152548340,2023-01-31 15:25:48,436.46,132.39,68.38,126.57,109.11,-0.01
20230131152548526,2023-01-31 15:25:48,462.65,136.76,71.29,125.12,129.48,-0.01
20230131152548711,2023-01-31 15:25:48,542.66,155.67,91.66,148.40,146.94,0.00
20230131152548884,2023-01-31 15:25:48,554.30,165.85,91.66,145.49,151.31,0.05
20230131152549046,2023-01-31 15:25:49,552.85,167.31,87.29,151.31,146.94,0.00
20230131152549207,2023-01-31 15:25:49,538.30,165.85,84.38,145.49,142.58,0.03
20230131152549363,2023-01-31 15:25:49,557.21,164.40,84.38,164.40,144.03,0.01
20230131152549520,2023-01-31 15:25:49,535.39,155.67,81.47,157.13,141.12,-0.01
20230131152549676,2023-01-31 15:25:49,544.12,160.04,85.84,151.31,146.94,0.02
20230131152549832,2023-01-31 15:25:49,343.35,106.21,52.38,103.30,81.47,-0.02
20230131152550008,2023-01-31 15:25:49,36.37,18.91,1.45,2.91,13.09,-0.03
20230131152550285,2023-01-31 15:25:50,10.18,5.82,1.45,2.91,0.00,-0.03
20230131152550503,2023-01-31 15:25:50,-13.09,7.27,-4.36,-13.09,-2.91,-0.01
20230131152550718,2023-01-31 15:25:50,2.91,8.73,-5.82,2.91,-2.91,0.00
20230131152550927,2023-01-31 15:25:50,2.91,8.73,-4.36,-4.36,2.91,-0.03
20230131152551112,2023-01-31 15:25:51,-13.09,4.36,-5.82,-8.73,-2.91,-0.03
20230131152551297,2023-01-31 15:25:51,0.00,2.91,2.91,-4.36,-1.45,-0.01
20230131152551483,2023-01-31 15:25:51,11.64,11.64,-1.45,5.82,-4.36,0.05
20230131152551668,2023-01-31 15:25:51,13.09,13.09,11.64,-7.27,-4.36,-0.05
20230131152551852,2023-01-31 15:25:51,11.64,13.09,-4.36,0.00,2.91,0.05
20230131152552058,2023-01-31 15:25:52,-4.36,8.73,-5.82,-8.73,1.45,0.00
20230131152552277,2023-01-31 15:25:52,20.37,14.55,-5.82,4.36,7.27,0.03
20230131152552570,2023-01-31 15:25:52,55.28,24.73,1.45,11.64,17.46,-0.04
20230131152552784,2023-01-31 15:25:52,122.21,34.92,10.18,43.65,33.46,0.03
20230131152552959,2023-01-31 15:25:52,187.68,68.38,14.55,53.83,50.92,-0.03
20230131152553115,2023-01-31 15:25:53,250.24,87.29,32.01,65.47,65.47,0.06
20230131152553272,2023-01-31 15:25:53,330.25,106.21,43.65,87.29,93.11,0.02
20230131152553429,2023-01-31 15:25:53,353.53,101.84,46.56,110.57,94.57,0.04
20230131152553586,2023-01-31 15:25:53,354.99,107.66,43.65,107.66,96.02,0.06
20230131152553742,2023-01-31 15:25:53,411.73,123.66,52.38,113.48,122.21,-0.01
20230131152553899,2023-01-31 15:25:53,467.01,142.58,66.92,125.12,132.39,-0.06
20230131152554077,2023-01-31 15:25:54,471.38,142.58,68.38,132.39,128.03,0.03
20230131152554257,2023-01-31 15:25:54,467.01,138.21,66.92,136.76,125.12,0.05
20230131152554449,2023-01-31 15:25:54,446.64,133.85,59.65,123.66,129.48,-0.01
20230131152554693,2023-01-31 15:25:54,519.39,148.40,78.56,149.85,142.58,-0.03
20230131152554876,2023-01-31 15:25:54,596.49,176.04,88.75,161.49,170.22,-0.01
20230131152555046,2023-01-31 15:25:55,613.95,181.86,93.11,170.22,168.76,0.03
20230131152555202,2023-01-31 15:25:55,597.95,168.76,98.93,155.67,174.58,0.03
20230131152555363,2023-01-31 15:25:55,592.13,174.58,88.75,157.13,171.67,0.01
20230131152555520,2023-01-31 15:25:55,580.49,170.22,84.38,157.13,168.76,0.06
20230131152555684,2023-01-31 15:25:55,579.04,167.31,85.84,154.22,171.67,0.01
20230131152555844,2023-01-31 15:25:55,583.40,164.40,88.75,167.31,162.94,-0.01
20230131152556008,2023-01-31 15:25:55,597.95,176.04,98.93,164.40,158.58,0.01
20230131152556195,2023-01-31 15:25:56,435.00,139.67,53.83,125.12,116.39,0.02
20230131152556376,2023-01-31 15:25:56,49.47,17.46,10.18,10.18,11.64,-0.06
20230131152556658,2023-01-31 15:25:56,13.09,0.00,-5.82,16.00,2.91,-0.03
20230131152556892,2023-01-31 15:25:56,24.73,17.46,0.00,4.36,2.91,0.06
20230131152557169,2023-01-31 15:25:57,-5.82,2.91,-4.36,-5.82,1.45,-0.02
20230131152557433,2023-01-31 15:25:57,20.37,14.55,2.91,1.45,1.45,0.00
